product_name,ingredients_text,ingredients_tags,ingredients_analysis_tags,labels_tags,allergens_tags,categories_tags,nutriscore_grade,quantity,brands,index,ingredients_main_text_only,ingredients_tags_fr
,"[{'lang': 'main', 'text': 'Acide acétique, Eau. 1000 ml e AARO 3058 PAP صنع من طرف : Produit par 6111260 862322 GRUPO MPI MIX PACKING & LABEL Parc industriel Tetouan Route Tanger, N2. MOROCCO'}
 {'lang': 'fr', 'text': 'Acide acétique, Eau. 1000 ml e AARO 3058 PAP صنع من طرف : Produit par 6111260 862322 GRUPO MPI MIX PACKING & LABEL Parc industriel Tetouan Route Tanger, N2. MOROCCO'}
 {'lang': 'fr', 'text': 'Acide acétique, Eau. 1000 ml e AARO 3058 PAP صنع من طرف : Produit par 6111260 862322 GRUPO MPI MIX PACKING & LABEL Parc industriel Tetouan Route Tanger, N2. MOROCCO'}]","['en:e260' 'en:water' 'fr:e-aaro-3058-pap-صنع-من-طرف' 'fr:n2' 'fr:morocco'
 'fr:produit-par-6111260-862322-grupo-mpi-mix-packing-et-label-parc-industriel-tetouan-route-tanger']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:green-dot'],[],['en:condiments' 'en:sauces' 'en:salad-dressings' 'en:vinaigrettes'],a,,,4472,acide actique eau ml e aaro pap produit par grupo mpi mix packing label parc industriel tetouan route tanger n morocco,e aaro pap n morocco produit par grupo mpi mix packing et label parc industriel tetouan route tanger
,"[{'lang': 'main', 'text': ""Eau, sucre, jus d'orange à base de concentré 10% min, acidifiant: acide citrique, conservateurs sorbate de potassium et benzoate de sodium, épaississants: carboxy héthylcellulose et amidon modifié, édulcorants: sucralose et acesulfame K, arme colorant: apocarotenal, antioxydants: vitamine Cet tocopherol Ben agiter avant de servir.""}
 {'lang': 'fr', 'text': ""Eau, sucre, jus d'orange à base de concentré 10% min, acidifiant: acide citrique, conservateurs sorbate de potassium et benzoate de sodium, épaississants: carboxy héthylcellulose et amidon modifié, édulcorants: sucralose et acesulfame K, arme colorant: apocarotenal, antioxydants: vitamine Cet tocopherol Ben agiter avant de servir.""}
 {'lang': 'fr', 'text': ""Eau, sucre, jus d'orange à base de concentré 10% min, acidifiant: acide citrique, conservateurs sorbate de potassium et benzoate de sodium, épaississants: carboxy héthylcellulose et amidon modifié, édulcorants: sucralose et acesulfame K, arme colorant: apocarotenal, antioxydants: vitamine Cet tocopherol Ben agiter avant de servir.""}]","['en:water' 'en:sugar' 'en:added-sugar' 'en:disaccharide'
 'en:orange-juice-from-concentrate' 'en:fruit' 'en:citrus-fruit'
 'en:juice' 'en:fruit-juice' 'en:orange' 'en:orange-juice' 'en:acid'
 'en:preservative' 'en:thickener' 'en:sweetener' 'fr:arme-colorant'
 'en:antioxidant' 'en:e330' 'en:e202' 'en:e211'
 'fr:carboxy-hethylcellulose' 'en:modified-starch' 'en:starch' 'en:e955'
 'en:e950' 'en:e160e'
 'fr:vitamine-cet-tocopherol-ben-agiter-avant-de-servir']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:green-dot' 'fr:tifo'],[],"['en:beverages-and-beverages-preparations' 'en:beverages'
 'en:carbonated-drinks' 'en:artificially-sweetened-beverages' 'en:sodas'
 'fr:boisson-jus-orange']",e,,,4486,eau sucre jus dorange base de concentr min acidifiant acide citrique conservateurs sorbate de potassium et benzoate de sodium paississants carboxy hthylcellulose et amidon modifi dulcorants sucralose et acesulfame k arme colorant apocarotenal antioxydants vitamine cet tocopherol ben agiter avant de servir,arme colorant carboxy hethylcellulose vitamine cet tocopherol ben agiter avant de servir
6111032010159,"[{'lang': 'main', 'text': 'حليب مخمر منكه و ممزوج المكونات: حليب بدون قشدة مستحضرات الفواكه باسيون آناناس (4,69) قشدة، سكر مسحوق الحليب بدون قشدة، مختر (نشا))) نكهات، خمائر حليبية لليوغورت والبيفيدوباكتيريوم مذ: 3,296 مصنوع في خط يحتوي على الكلوتين و يمكن أن يحتوي على اللوز رقم الاعتماد الصحي MALLPL2.113 الوزن الصافي: 90 ANANA'}
 {'lang': 'fr', 'text': 'حليب مخمر منكه و ممزوج المكونات: حليب بدون قشدة مستحضرات الفواكه باسيون آناناس (4,69) قشدة، سكر مسحوق الحليب بدون قشدة، مختر (نشا))) نكهات، خمائر حليبية لليوغورت والبيفيدوباكتيريوم مذ: 3,296 مصنوع في خط يحتوي على الكلوتين و يمكن أن يحتوي على اللوز رقم الاعتماد الصحي MALLPL2.113 الوزن الصافي: 90 ANANA'}
 {'lang': 'fr', 'text': 'حليب مخمر منكه و ممزوج المكونات: حليب بدون قشدة مستحضرات الفواكه باسيون آناناس (4,69) قشدة، سكر مسحوق الحليب بدون قشدة، مختر (نشا))) نكهات، خمائر حليبية لليوغورت والبيفيدوباكتيريوم مذ: 3,296 مصنوع في خط يحتوي على الكلوتين و يمكن أن يحتوي على اللوز رقم الاعتماد الصحي MALLPL2.113 الوزن الصافي: 90 ANANA'}]","['fr:حليب-مخمر-منكه-و-ممزوج-المكونات' 'fr:سكر-مسحوق-الحليب-بدون-قشدة'
 'fr:مختر' 'fr:نكهات' 'fr:خمائر-حليبية-لليوغورت-والبيفيدوباكتيريوم-مذ'
 'fr:90-anana' 'fr:حليب-بدون-قشدة-مستحضرات-الفواكه-باسيون-آناناس'
 'fr:قشدة' 'fr:نشا'
 'fr:3-296-مصنوع-في-خط-يحتوي-على-الكلوتين-و-يمكن-أن-يحتوي-على-اللوز-رقم-الاعتماد-الصحي-mallpl2-113-الوزن-الصافي'
 'fr:4-69']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:desserts' 'en:dairy-desserts' 'en:fermented-dairy-desserts'
 'en:yogurts' 'fr:produits']",c,,Activia,4499, mallpl anana, anana mallpl 
,"[{'lang': 'main', 'text': ""Chocolat au lait : sucre, beurre de cacao, lait écrémé en poudre, masse de cacao, lactosérum en poudre, beurre anhydre, pâte de noisette alecithine de soja, extrait de malt, arôme vanille. Eclats caramel au beurre demi sel d'Isigny 10%: sirop de glucose, lait concentré sucré eau sucre, beure desel AOP d'signy, stabilisant : E440 (pectine), E401 (alginate), Arôme naturel, emulsifiant: E322. Contient : lait, soja, noisettes, peut contenir: blé (gluten), autres fruits secs.""}
 {'lang': 'fr', 'text': ""Chocolat au lait : sucre, beurre de cacao, lait écrémé en poudre, masse de cacao, lactosérum en poudre, beurre anhydre, pâte de noisette alecithine de soja, extrait de malt, arôme vanille. Eclats caramel au beurre demi sel d'Isigny 10%: sirop de glucose, lait concentré sucré eau sucre, beure desel AOP d'signy, stabilisant : E440 (pectine), E401 (alginate), Arôme naturel, emulsifiant: E322. Contient : lait, soja, noisettes, peut contenir: blé (gluten), autres fruits secs.""}
 {'lang': 'fr', 'text': 'Chocolat au lait : sucre, beurre de cacao, lait écrémé en poudre, masse de cacao, lactosérum en poudre, beurre anhydre, pâte de noisette alecithine de soja, extrait de <span class=""allergen"">malt</span>, arôme vanille. Eclats caramel au beurre demi sel d\'Isigny 10%: sirop de glucose, lait concentré sucré eau sucre, beure desel AOP d\'signy, stabilisant : E440 (pectine), E401 (alginate), Arôme naturel, emulsifiant: E322. Contient <span class=""allergen"">: lait</span>, <span class=""allergen"">soja</span>, <span class=""allergen"">noisettes</span>, peut contenir<span class=""allergen"">: blé</span> (<span class=""allergen"">gluten</span>), autres <span class=""allergen"">fruits secs</span>.'}
 {'lang': 'ar', 'text': 'شوكولاتة الحليب : سكر ، زبدة الكاكاو، مسحوق الحليب منزوع الدسم عجينة الكاكاو، مسحوق اللاكتوسيروم زبدة الحليب عجينة البندق، مستحلب : ليسيتين الصويا، مستخلص الشعير نكهة الفانيلين. رقائق كراميل Isigny نصف ملح زبدة 101 شراب جلوكوز حليب مكثف محلى ماء سكر، زبدة ملح نصف Isigny PDO مثبت : E440 ،( بكتين)، E401 (الجينات) نكهة طبيعية مستحلب : E322. يحتوي على : حليب، صويا، بندق، قد يحتوي على : قمح (جلوتين)، فواكه جافة أخرى.  يحفظ في مكان جاف ومعتدل الرطوبة أقل من 60 درجة الحرارة 18-16°C حساس للروائح.'}
 {'lang': 'ar', 'text': 'شوكولاتة الحليب : سكر ، زبدة الكاكاو، مسحوق الحليب منزوع الدسم عجينة الكاكاو، مسحوق اللاكتوسيروم زبدة الحليب عجينة البندق، مستحلب : ليسيتين الصويا، مستخلص الشعير نكهة الفانيلين. رقائق كراميل Isigny نصف ملح زبدة 101 شراب جلوكوز حليب مكثف محلى ماء سكر، زبدة ملح نصف Isigny PDO مثبت : E440 ،( بكتين)، E401 (الجينات) نكهة طبيعية مستحلب : E322. يحتوي على : حليب، صويا، بندق، قد يحتوي على : قمح (جلوتين)، فواكه جافة أخرى.  يحفظ في مكان جاف ومعتدل الرطوبة أقل من 60 درجة الحرارة 18-16°C حساس للروائح.'}]","['en:milk-chocolate' 'en:chocolate' 'en:cocoa-butter' 'en:plant'
 'en:cocoa' 'en:skimmed-milk-powder' 'en:dairy' 'en:milk-powder'
 'en:cocoa-paste' 'en:whey-powder' 'en:whey' 'en:butterfat'
 'en:oil-and-fat' 'en:fat' 'en:milkfat'
 'fr:pate-de-noisette-alecithine-de-soja' 'en:malt-extract' 'en:cereal'
 'en:extract' 'en:malt' 'en:vegetable-extract' 'en:vanilla-flavouring'
 'en:flavouring' 'fr:eclats-caramel-au-beurre-demi-sel-d-isigny'
 'fr:lait-concentre-sucre-eau-sucre' 'fr:beure-desel-d-signy'
 'en:stabiliser' 'en:e401' 'en:natural-flavouring' 'en:emulsifier'
 'en:dried-fruits' 'en:fruit' 'en:glucose-syrup' 'en:added-sugar'
 'en:monosaccharide' 'en:glucose' 'en:e440a' 'en:e400' 'en:e322']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],['en:natural-flavors' 'en:pure-cocoa-butter'],['en:gluten' 'en:milk' 'en:nuts' 'en:soybeans'],['fr:chocolat-au-lait-et-aux-eclats-de-caramel'],unknown,,,4508,chocolat au lait sucre beurre de cacao lait crm en poudre masse de cacao lactosrum en poudre beurre anhydre pte de noisette alecithine de soja extrait de malt arme vanille eclats caramel au beurre demi sel disigny sirop de glucose lait concentr sucr eau sucre beure desel aop dsigny stabilisant e pectine e alginate arme naturel emulsifiant e contient lait soja noisettes peut contenir bl gluten autres fruits secs,pate de noisette alecithine de soja eclats caramel au beurre demi sel d isigny lait concentre sucre eau sucre beure desel d signy
merendina big,"[{'lang': 'main', 'text': 'Merendina'} {'lang': 'fr', 'text': 'Merendina'}
 {'lang': 'fr', 'text': 'Merendina'}]",['fr:merendina'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['fr:merendina'],[],"['en:snacks' 'en:sweet-snacks' 'en:biscuits-and-cakes'
 'en:biscuits-and-crackers' 'en:biscuits' 'en:cakes' 'en:chocolate-cakes'
 'fr:merendina']",e,52g,bimo,4509,merendina,merendina
Sport,"[{'lang': 'main', 'text': 'lait sans matière grasse, lait écrémé, riboflavine, lactosérum, acide citrique, stéaryle lactyle, arôme naturel, sucralose, enzyme lactase, ferments lactiques'}
 {'lang': 'fr', 'text': 'lait sans matière grasse, lait écrémé, riboflavine, lactosérum, acide citrique, stéaryle lactyle, arôme naturel, sucralose, enzyme lactase, ferments lactiques'}
 {'lang': 'fr', 'text': 'lait sans matière grasse, <span class=""allergen"">lait écrémé</span>, riboflavine, <span class=""allergen"">lactosérum</span>, acide citrique, stéaryle lactyle, arôme naturel, sucralose, enzyme lactase, <span class=""allergen"">ferments lactiques</span>'}]","['fr:lait-sans-matiere-grasse' 'en:skimmed-milk' 'en:dairy' 'en:milk'
 'en:e101' 'en:whey' 'en:e330' 'fr:stearyle-lactyle'
 'en:natural-flavouring' 'en:flavouring' 'en:e955' 'fr:enzyme-lactase'
 'en:lactic-ferments' 'en:ferment' 'en:microbial-culture']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],,['en:milk'],,unknown,,Chergui,4527,lait sans matire grasse lait crm riboflavine lactosrum acide citrique staryle lactyle arme naturel sucralose enzyme lactase ferments lactiques,lait sans matiere grasse stearyle lactyle enzyme lactase
Tobigo Gusty,"[{'lang': 'main', 'text': 'sucre, farine de blé, graisse vegetale, oeufs entiers, humectants,  glycerine, lait en poudre, masse de cacao, huile vegetale, poudre en cacao, dextrose، emulsifiants vegetaux, lecithine de soja, polyricinoleate de polyglycerol, ester de polyglecerol, amidon modifié, poudre à lever, bicarbonate de sodium, acide acetique, epaissisants, gomme de guar'}
 {'lang': 'fr', 'text': 'sucre, farine de blé, graisse vegetale, oeufs entiers, humectants,  glycerine, lait en poudre, masse de cacao, huile vegetale, poudre en cacao, dextrose، emulsifiants vegetaux, lecithine de soja, polyricinoleate de polyglycerol, ester de polyglecerol, amidon modifié, poudre à lever, bicarbonate de sodium, acide acetique, epaissisants, gomme de guar'}
 {'lang': 'fr', 'text': 'sucre, farine de <span class=""allergen"">blé</span>, graisse vegetale, oeufs entiers, humectants,  glycerine, lait en poudre, masse de cacao, huile vegetale, poudre en cacao, dextrose، emulsifiants vegetaux, <span class=""allergen"">lecithine de soja</span>, polyricinoleate de polyglycerol, ester de polyglecerol, amidon modifié, poudre à lever, bicarbonate de sodium, acide acetique, epaissisants, gomme de guar'}]","['en:sugar' 'en:added-sugar' 'en:disaccharide' 'en:wheat-flour'
 'en:cereal' 'en:flour' 'en:wheat' 'en:cereal-flour' 'en:vegetable-fat'
 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'en:whole-egg' 'en:egg'
 'en:humectant' 'en:e422' 'en:milk-powder' 'en:dairy' 'en:cocoa-paste'
 'en:plant' 'en:cocoa' 'en:vegetable-oil' 'en:cocoa-powder' 'en:dextrose'
 'en:monosaccharide' 'en:glucose' 'en:emulsifier' 'en:soya-lecithin'
 'en:e322' 'en:e322i' 'en:e476' 'fr:ester-de-polyglecerol'
 'en:modified-starch' 'en:starch' 'en:raising-agent' 'en:e500ii' 'en:e500'
 'en:e260' 'fr:epaissisants' 'en:e412']",['en:may-contain-palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],[],['en:eggs' 'en:gluten' 'en:milk' 'en:soybeans'],"['en:snacks' 'en:sweet-snacks' 'en:biscuits-and-cakes' 'en:cakes'
 'en:filled-sponge-cake-slices']",e,100,Tobigo,4538,sucre farine de bl graisse vegetale oeufs entiers humectants glycerine lait en poudre masse de cacao huile vegetale poudre en cacao dextrose emulsifiants vegetaux lecithine de soja polyricinoleate de polyglycerol ester de polyglecerol amidon modifi poudre lever bicarbonate de sodium acide acetique epaissisants gomme de guar,ester de polyglecerol epaissisants
,"[{'lang': 'main', 'text': 'sucre, matières grasses (palme), huile végétale (tournesol), poudre de cacao, lactosérum en poudre, émulsifiants lécithine de soja (E322), arôme noisette et vanilline'}
 {'lang': 'fr', 'text': 'sucre, matières grasses (palme), huile végétale (tournesol), poudre de cacao, lactosérum en poudre, émulsifiants lécithine de soja (E322), arôme noisette et vanilline'}
 {'lang': 'fr', 'text': 'sucre, matières grasses (palme), huile végétale (tournesol), poudre de cacao, lactosérum en poudre, émulsifiants lécithine de soja (E322), arôme noisette et vanilline'}]","['en:sugar' 'en:added-sugar' 'en:disaccharide' 'en:oil-and-fat'
 'en:vegetable-oil' 'en:vegetable-oil-and-fat' 'en:cocoa-powder'
 'en:plant' 'en:cocoa' 'en:whey-powder' 'en:dairy' 'en:whey'
 'en:emulsifier' 'fr:arome-noisette' 'en:vanillin' 'en:palm'
 'en:palm-oil-and-fat' 'en:palm-oil' 'en:soya-lecithin' 'en:e322'
 'en:e322i']",['en:palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],[],['en:milk' 'en:soybeans'],['fr:pate-a-tartiner-aux-noisettes-et-au-lait-cremeux'],c,,,4548,sucre matires grasses palme huile vgtale tournesol poudre de cacao lactosrum en poudre mulsifiants lcithine de soja e arme noisette et vanilline,arome noisette
,"[{'lang': 'main', 'text': ""Sucre, huiles végétales, Poudre d'Actoserum, Poudre de Cacao, Emulsifiant: Lécithine de Soja, Arôme Noisette, Sel""}
 {'lang': 'fr', 'text': ""Sucre, huiles végétales, Poudre d'Actoserum, Poudre de Cacao, Emulsifiant: Lécithine de Soja, Arôme Noisette, Sel""}
 {'lang': 'fr', 'text': ""Sucre, huiles végétales, Poudre d'Actoserum, Poudre de Cacao, Emulsifiant: Lécithine de Soja, Arôme Noisette, Sel""}]","['en:sugar' 'en:added-sugar' 'en:disaccharide' 'en:vegetable-oil'
 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'fr:poudre-d-actoserum'
 'en:cocoa-powder' 'en:plant' 'en:cocoa' 'en:emulsifier'
 'fr:arome-noisette' 'en:salt' 'en:soya-lecithin' 'en:e322' 'en:e322i']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,['en:soybeans'],"['en:breakfasts' 'en:spreads' 'en:sweet-spreads' 'fr:pates-a-tartiner'
 'en:chocolate-spreads']",unknown,,Liebig,4552,sucre huiles vgtales poudre dactoserum poudre de cacao emulsifiant lcithine de soja arme noisette sel,poudre d actoserum arome noisette
Goldie,"[{'lang': 'main', 'text': ""(FR) GOLDIE: Gaufrette fourrée à la crème cacao Farine de blé tendre, sucre, graisse végétale hydrogénée, sel, huile végétale, lécithine de soja E322, agents levants (bicarbonate de sodium E500, bicarbonate d'ammonium E503), amidon de maïs, cacao, arômes artificiels autorisés. Informations sur les allergènes : contient du gluten et lecithine. Peut contenir des dérivés du lait.""}
 {'lang': 'fr', 'text': ""(FR) GOLDIE: Gaufrette fourrée à la crème cacao Farine de blé tendre, sucre, graisse végétale hydrogénée, sel, huile végétale, lécithine de soja E322, agents levants (bicarbonate de sodium E500, bicarbonate d'ammonium E503), amidon de maïs, cacao, arômes artificiels autorisés. Informations sur les allergènes : contient du gluten et lecithine. Peut contenir des dérivés du lait.""}
 {'lang': 'fr', 'text': '(FR) GOLDIE: Gaufrette fourrée à la crème cacao Farine de blé tendre, sucre, graisse végétale hydrogénée, sel, huile végétale, lécithine de soja E322, agents levants (bicarbonate de sodium E500, bicarbonate d\'ammonium E503), amidon de maïs, cacao, arômes artificiels autorisés. Informations sur les allergènes : contient du <span class=""allergen"">gluten</span> et lecithine. Peut contenir des dérivés du <span class=""allergen"">lait</span>.'}]","['fr:goldie' 'en:sugar' 'en:added-sugar' 'en:disaccharide'
 'en:hydrogenated-vegetable-fat' 'en:oil-and-fat'
 'en:vegetable-oil-and-fat' 'en:fat' 'en:hydrogenated-fat'
 'en:vegetable-fat' 'en:salt' 'en:vegetable-oil' 'en:soya-lecithin'
 'en:e322' 'en:e322i' 'en:raising-agent' 'en:corn-starch' 'en:starch'
 'en:cocoa' 'en:plant' 'fr:aromes-artificiels-autorises'
 'fr:gaufrette-fourree-a-la-creme-cacao-farine-de-ble-tendre'
 'fr:bicarbonate-de-sodium-e500' 'fr:bicarbonate-d-ammonium-e503']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,['en:gluten' 'en:soybeans'],"['en:snacks' 'en:sweet-snacks' 'en:biscuits-and-cakes'
 'en:biscuits-and-crackers' 'en:biscuits' 'en:wafers' 'en:pastries'
 'en:waffles' 'en:stuffed-waffles']",unknown,50g,bigor,4554,fr goldie gaufrette fourre la crme cacao farine de bl tendre sucre graisse vgtale hydrogne sel huile vgtale lcithine de soja e agents levants bicarbonate de sodium e bicarbonate dammonium e amidon de mas cacao armes artificiels autoriss informations sur les allergnes contient du gluten et lecithine peut contenir des drivs du lait,goldie aromes artificiels autorises gaufrette fourree a la creme cacao farine de ble tendre bicarbonate de sodium e bicarbonate d ammonium e
,"[{'lang': 'main', 'text': ""Eau, sucre, préparation de poudre de lait écrémé, matière grasse végétale, sirop de glucose, émulsifiant (E471), stabilisants (E433-E412-E466-E407), arome crème. Coulis Framboise : eau, sucre, sirop de glucose, concentré de framboise, arome, pectine (E440), E330, colorant alimentaire (E122). Contient du lait .Présence éventuelle de traces d'oeufs. d'arachides et d'autres fruits à coque.""}
 {'lang': 'fr', 'text': ""Eau, sucre, préparation de poudre de lait écrémé, matière grasse végétale, sirop de glucose, émulsifiant (E471), stabilisants (E433-E412-E466-E407), arome crème. Coulis Framboise : eau, sucre, sirop de glucose, concentré de framboise, arome, pectine (E440), E330, colorant alimentaire (E122). Contient du lait .Présence éventuelle de traces d'oeufs. d'arachides et d'autres fruits à coque.""}
 {'lang': 'fr', 'text': 'Eau, sucre, préparation de poudre de lait écrémé, matière grasse végétale, sirop de glucose, émulsifiant (E471), stabilisants (E433-E412-E466-E407), arome crème. Coulis Framboise : eau, sucre, sirop de glucose, concentré de framboise, arome, pectine (E440), E330, colorant alimentaire (E122). Contient du <span class=""allergen"">lait</span> .Présence éventuelle de traces d\'<span class=""allergen"">oeufs</span>. d\'<span class=""allergen"">arachides</span> et d\'autres <span class=""allergen"">fruits à coque</span>.'}]","['en:water' 'en:sugar' 'en:added-sugar' 'en:disaccharide'
 'fr:preparation-de-poudre-de-lait-ecreme' 'en:vegetable-fat'
 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'en:glucose-syrup'
 'en:monosaccharide' 'en:glucose' 'en:emulsifier' 'en:stabiliser'
 'en:cream-flavouring' 'en:flavouring' 'fr:coulis-framboise'
 'en:raspberry' 'en:fruit' 'en:berries' 'en:e440a' 'en:e330' 'en:colour'
 'en:peanut' 'en:nut' 'en:e471' 'en:e433' 'en:e412' 'en:e466' 'en:e407'
 'en:e122']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,['en:milk' 'en:peanuts'],"['en:desserts' 'en:frozen-foods' 'en:frozen-desserts'
 'en:ice-creams-and-sorbets' 'en:ice-creams' 'fr:glase']",unknown,,,4567,eau sucre prparation de poudre de lait crm matire grasse vgtale sirop de glucose mulsifiant e stabilisants e e e e arome crme coulis framboise eau sucre sirop de glucose concentr de framboise arome pectine e e colorant alimentaire e contient du lait prsence ventuelle de traces doeufs darachides et dautres fruits coque,preparation de poudre de lait ecreme coulis framboise
chocolat noir aux pépites,"[{'lang': 'main', 'text': 'Pâte de cacao (51,3%), sucre, pépites de cacao caramélisés (10%) (pépites de cacao et sucre), beurre de cacao (7,2%), poudre de cacao dégraissé (6,75%), émulsifiant: lécithine de SOJA et arôme.'}
 {'lang': 'es', 'text': 'pasta de cacao, pepitas de cacao caramelizadas, azúcar, manteca de cacao, emulgente lecitina de soja, aroma'}
 {'lang': 'fr', 'text': 'Pâte de cacao (51,3%), sucre, pépites de cacao caramélisés (10%) (pépites de cacao et sucre), beurre de cacao (7,2%), poudre de cacao dégraissé (6,75%), émulsifiant: lécithine de SOJA et arôme.'}
 {'lang': 'es', 'text': 'pasta de cacao, pepitas de cacao caramelizadas, azúcar, manteca de cacao, emulgente lecitina de soja, aroma'}
 {'lang': 'fr', 'text': 'Pâte de cacao (51,3%), sucre, pépites de cacao caramélisés (10%) (pépites de cacao et sucre), beurre de cacao (7,2%), poudre de cacao dégraissé (6,75%), émulsifiant: lécithine de <span class=""allergen"">SOJA</span> </span>et arôme.'}]","['en:cocoa-paste' 'en:plant' 'en:cocoa' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'fr:pepites-de-cacao-caramelises' 'en:cocoa-butter'
 'en:fat-reduced-cocoa-powder' 'en:cocoa-powder' 'en:emulsifier'
 'fr:pepites-de-cacao' 'en:soya-lecithin' 'en:e322' 'en:e322i'
 'en:flavouring']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:green-dot'],['en:soybeans'],"['en:snacks' 'en:sweet-snacks' 'en:cocoa-and-its-products' 'en:chocolates'
 'en:dark-chocolates' 'en:dark-chocolates-with-cocoa-nibs']",e,100 g,Carlotti,4608,pte de cacao sucre ppites de cacao caramliss ppites de cacao et sucre beurre de cacao poudre de cacao dgraiss mulsifiant lcithine de soja et arme,pepites de cacao caramelises pepites de cacao
satisfaction,"[{'lang': 'main', 'text': ""Céréales, Sous-produits d'origine végétale, huiles et graisses, viandes et sous-produits animaux (dont poulet 4%), extraits de protéines végétales, substances minérales.""}
 {'lang': 'fr', 'text': ""Céréales, Sous-produits d'origine végétale, huiles et graisses, viandes et sous-produits animaux (dont poulet 4%), extraits de protéines végétales, substances minérales.""}
 {'lang': 'fr', 'text': ""Céréales, Sous-produits d'origine végétale, huiles et graisses, viandes et sous-produits animaux (dont poulet 4%), extraits de protéines végétales, substances minérales.""}]","['en:cereal' 'fr:sous-produits' 'en:oil-and-fat' 'en:meat'
 'fr:sous-produits-animaux' 'en:plant-protein' 'en:protein'
 'fr:substances-minerales' 'en:chicken' 'en:poultry']",['en:may-contain-palm-oil' 'en:non-vegan' 'en:non-vegetarian'],[],['en:milk'],['en:dog-and-cat-food' 'en:cat-food' 'en:pet-food'],a,60g,mars,4617,crales sous produits dorigine vgtale huiles et graisses viandes et sous produits animaux dont poulet extraits de protines vgtales substances minrales,sous produits sous produits animaux substances minerales
