product_name,ingredients_text,ingredients_tags,ingredients_analysis_tags,labels_tags,allergens_tags,categories_tags,nutriscore_grade,quantity,brands,index,ingredients_main_text_only,ingredients_tags_fr
kéfir 500g,"[{'lang': 'main', 'text': 'اكتشـ عالم الكفير غني بالبروتين الوزن الصافي: 回 W: 12 500جم e الحليب المخمر الطبيعي المكونات: :العربية: حليب شبه منزوع الفيتامينات 812 العربية: يحتوي على الملايين من البروبيوتيك الطبيعي ويحتوي على 16 سلالة مختلفة من الثقافات الحية المختارة من خمائر الكفير والخمائر التركيبة الغذائية قيمة الطاقة الدسم قشدة المبستر ، تخمير دهون (جم) الكفير الخمائر اللبنية الخمائر، فيتامين B12 وفيتامين B6 بلد منشأ الحليب الاتحاد الأوروبي. بلد التحول إسبانيا 6 (كيلو) جول كيلو كالوري) منها مُشبعة (جم) كربوهيدرات (جم) البروتين (جم) الفيتامينات B6 (مجم) منها سكريات (جم) ملح (جم) IR لكل DR (100) جم) 315/75 4 42 6 28 14 5.5 2 55 6 39 8 0.15 2 02 15 الفيتامينات B12 ميكروغرام) 15 A المدخول المرجعي للشخص البالغ العادي 8400 كيلو /جول 2000 كيلو كالوريا'}
 {'lang': 'ar', 'text': 'حليب بقري منزوع الدسم, خميرة الكفير, بروتين الحليب, فيتامين B6, فيتامين B12'}
 {'lang': 'fr', 'text': 'اكتشـ عالم الكفير غني بالبروتين الوزن الصافي: 回 W: 12 500جم e الحليب المخمر الطبيعي المكونات: :العربية: حليب شبه منزوع الفيتامينات 812 العربية: يحتوي على الملايين من البروبيوتيك الطبيعي ويحتوي على 16 سلالة مختلفة من الثقافات الحية المختارة من خمائر الكفير والخمائر التركيبة الغذائية قيمة الطاقة الدسم قشدة المبستر ، تخمير دهون (جم) الكفير الخمائر اللبنية الخمائر، فيتامين B12 وفيتامين B6 بلد منشأ الحليب الاتحاد الأوروبي. بلد التحول إسبانيا 6 (كيلو) جول كيلو كالوري) منها مُشبعة (جم) كربوهيدرات (جم) البروتين (جم) الفيتامينات B6 (مجم) منها سكريات (جم) ملح (جم) IR لكل DR (100) جم) 315/75 4 42 6 28 14 5.5 2 55 6 39 8 0.15 2 02 15 الفيتامينات B12 ميكروغرام) 15 A المدخول المرجعي للشخص البالغ العادي 8400 كيلو /جول 2000 كيلو كالوريا'}
 {'lang': 'fr', 'text': 'اكتشـ عالم الكفير غني بالبروتين الوزن الصافي: 回 W: 12 500جم e الحليب المخمر الطبيعي المكونات: :العربية: حليب شبه منزوع الفيتامينات 812 العربية: يحتوي على الملايين من البروبيوتيك الطبيعي ويحتوي على 16 سلالة مختلفة من الثقافات الحية المختارة من خمائر الكفير والخمائر التركيبة الغذائية قيمة الطاقة الدسم قشدة المبستر ، تخمير دهون (جم) الكفير الخمائر اللبنية الخمائر، فيتامين B12 وفيتامين B6 بلد منشأ الحليب الاتحاد الأوروبي. بلد التحول إسبانيا 6 (كيلو) جول كيلو كالوري) منها مُشبعة (جم) كربوهيدرات (جم) البروتين (جم) الفيتامينات B6 (مجم) منها سكريات (جم) ملح (جم) IR لكل DR (100) جم) 315/75 4 42 6 28 14 5.5 2 55 6 39 8 0.15 2 02 15 الفيتامينات B12 ميكروغرام) 15 A المدخول المرجعي للشخص البالغ العادي 8400 كيلو /جول 2000 كيلو كالوريا'}
 {'lang': 'ar', 'text': 'حليب بقري منزوع الدسم, خميرة الكفير, بروتين الحليب, فيتامين B6, فيتامين B12'}]","['fr:اكتشـ-عالم-الكفير-غني-بالبروتين-الوزن-الصافي'
 'fr:12-500جم-e-الحليب-المخمر-الطبيعي-المكونات' 'fr:العربية'
 'fr:يحتوي-على-الملايين-من-البروبيوتيك-الطبيعي-ويحتوي-على-16-سلالة-مختلفة-من-الثقافات-الحية-المختارة-من-خمائر-الكفير-والخمائر-التركيبة-الغذائية-قيمة-الطاقة-الدسم-قشدة-المبستر'
 'fr:تخمير-دهون' 'fr:الكفير-الخمائر-اللبنية-الخمائر'
 'fr:فيتامين-b12-وفيتامين-b6-بلد-منشأ-الحليب-الاتحاد-الأوروبي'
 'fr:بلد-التحول-إسبانيا-6' 'fr:جول-كيلو-كالوري-منها-مُشبعة'
 'fr:كربوهيدرات' 'fr:البروتين' 'fr:الفيتامينات-b6' 'fr:منها-سكريات'
 'fr:ملح' 'fr:ir-لكل-dr' 'fr:جم-315'
 'fr:75-4-42-6-28-14-5-5-2-55-6-39-8-0-15-2-02-15-الفيتامينات-b12-ميكروغرام-15-a-المدخول-المرجعي-للشخص-البالغ-العادي-8400-كيلو'
 'fr:جول-2000-كيلو-كالوريا' 'fr:回-w'
 'fr:حليب-شبه-منزوع-الفيتامينات-812-العربية' 'fr:جم' 'fr:كيلو' 'fr:مجم'
 'fr:100']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:no-gluten'],[],"['en:beverages-and-beverages-preparations' 'en:beverages' 'en:dairies'
 'en:fermented-foods' 'en:fermented-milk-products' 'en:desserts'
 'en:dairy-desserts' 'en:dairy-drinks' 'en:fermented-dairy-desserts'
 'en:fermented-drinks' 'en:fermented-milk-drinks' 'en:yogurts' 'en:kefir']",c,500g,Reina,4631, w e b b b ir dr b a , e b b b ir dr b a w 
,"[{'lang': 'main', 'text': 'pour 100 g'}
 {'lang': 'fr', 'text': 'pour 100 g'} {'lang': 'fr', 'text': 'pour 100 g'}]",['fr:pour'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],"['en:beverages-and-beverages-preparations' 'en:beverages' 'en:dairies'
 'en:fermented-foods' 'en:fermented-milk-products' 'en:desserts'
 'en:dairy-desserts' 'en:dairy-drinks' 'en:fermented-dairy-desserts'
 'en:fermented-drinks' 'en:fermented-dairy-desserts-with-fruits'
 'en:fermented-milk-drinks' 'en:yogurts' 'en:yogurt-drinks'
 'en:fermented-dairy-desserts-with-fruits-and-sweeteners'
 'en:yogurt-drinks-with-sugar']",e,,,4634,pour g,pour
,"[{'lang': 'main', 'text': 'Eau de table'}
 {'lang': 'fr', 'text': 'Eau de table'}
 {'lang': 'fr', 'text': 'Eau de table'}]",['fr:eau-de-table'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,,,4651,eau de table,eau de table
Merendino,"[{'lang': 'main', 'text': ""Sucre, huiles végétales non hydrogénées (palme, palmiste, soja), œufs, floculants (glycérol, sorbitol), sirop de glucose, poudre de cacao maigre, filtrat de lait , amidon d'origine végétale) (mono - et diglycérides d'acides gras de soja bétaïne. bicarbonate de sodium. Régulateur d'acidité (acide citrique). Conservateurs (acide sorbique de potassium. Acide sorbique fenouil (gomme xanthane)""}
 {'lang': 'fr', 'text': ""Sucre, huiles végétales non hydrogénées (palme, palmiste, soja), œufs, floculants (glycérol, sorbitol), sirop de glucose, poudre de cacao maigre, filtrat de lait , amidon d'origine végétale) (mono - et diglycérides d'acides gras de soja bétaïne. bicarbonate de sodium. Régulateur d'acidité (acide citrique). Conservateurs (acide sorbique de potassium. Acide sorbique fenouil (gomme xanthane)""}
 {'lang': 'fr', 'text': 'Sucre, huiles végétales non hydrogénées (palme, palmiste, <span class=""allergen"">soja</span>), <span class=""allergen"">œufs</span>, floculants (glycérol, sorbitol), sirop de glucose, poudre de cacao maigre, filtrat de lait , amidon d\'origine végétale) (mono - et diglycérides d\'acides gras de soja bétaïne. bicarbonate de sodium. Régulateur d\'acidité (acide citrique). Conservateurs (acide sorbique de potassium. Acide sorbique fenouil (gomme xanthane)'}]","['en:sugar' 'en:added-sugar' 'en:disaccharide'
 'en:non-hydrogenated-vegetable-oils' 'en:oil-and-fat'
 'en:vegetable-oil-and-fat' 'en:vegetable-oil' 'en:egg' 'fr:floculants'
 'en:glucose-syrup' 'en:monosaccharide' 'en:glucose'
 'en:fat-reduced-cocoa-powder' 'en:plant' 'en:cocoa' 'en:cocoa-powder'
 'fr:filtrat-de-lait' 'en:starch'
 'fr:mono-et-diglycerides-d-acides-gras-de-soja-betaine' 'en:e500ii'
 'en:e500' 'en:acidity-regulator' 'en:preservative'
 'fr:acide-sorbique-de-potassium' 'fr:acide-sorbique-fenouil'
 'en:palm-oil' 'en:palm-oil-and-fat' 'en:palm-kernel-oil'
 'en:palm-kernel-oil-and-fat' 'en:soya-oil' 'en:e422' 'en:e420' 'en:e330'
 'en:e415']",['en:palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],[],['en:eggs' 'en:gluten' 'en:milk' 'en:soybeans'],['fr:gateau-fourre-chocolat'],e,36 g,"Bimo,Mondelez",4668,sucre huiles vgtales non hydrognes palme palmiste soja ufs floculants glycrol sorbitol sirop de glucose poudre de cacao maigre filtrat de lait amidon dorigine vgtale mono et diglycrides dacides gras de soja btane bicarbonate de sodium rgulateur dacidit acide citrique conservateurs acide sorbique de potassium acide sorbique fenouil gomme xanthane,floculants filtrat de lait mono et diglycerides d acides gras de soja betaine acide sorbique de potassium acide sorbique fenouil
daya 🥑 avocat kbir,"[{'lang': 'main', 'text': ""Lait écrémé, Lait entier, Eau, Sucre Naturel, Préparation de fruit d'Avocat, Amidon, Ferments Lactiques""}
 {'lang': 'fr', 'text': '<span class=""allergen"">Lait écrémé</span>, <span class=""allergen"">Lait entier</span>, Eau, Sucre Naturel, Préparation de fruit d\'Avocat, Amidon, <span class=""allergen"">Ferments Lactiques</span>'}
 {'lang': 'fr', 'text': ""Lait écrémé, Lait entier, Eau, Sucre Naturel, Préparation de fruit d'Avocat, Amidon, Ferments Lactiques""}]","['en:skimmed-milk' 'en:dairy' 'en:milk' 'en:whole-milk' 'en:water'
 'fr:sucre-naturel' 'fr:preparation-de-fruit-d-avocat' 'en:starch'
 'en:lactic-ferments' 'en:ferment' 'en:microbial-culture']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],,['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:desserts' 'en:dairy-desserts' 'en:fermented-dairy-desserts'
 'en:yogurts' 'en:daya']",c,,Chergui,4678,lait crm lait entier eau sucre naturel prparation de fruit davocat amidon ferments lactiques,sucre naturel preparation de fruit d avocat
,"[{'lang': 'main', 'text': 'Diclofenac Diethylamine BP 1.16% W/W Eq. To Diclofenac Sodium BP 1% W/W Methyl Salicylate BP 10% W/W Menthol BP 5% W/W Linseed Oil BP 3% W/W Cream Base QS (-)'}
 {'lang': 'fr', 'text': 'Diclofenac Diethylamine BP 1.16% W/W Eq. To Diclofenac Sodium BP 1% W/W Methyl Salicylate BP 10% W/W Menthol BP 5% W/W Linseed Oil BP 3% W/W Cream Base QS (-)'}
 {'lang': 'fr', 'text': 'Diclofenac Diethylamine BP 1.16% W/W Eq. To Diclofenac Sodium BP 1% W/W Methyl Salicylate BP 10% W/W Menthol BP 5% W/W Linseed Oil BP 3% W/W Cream Base QS (-)'}]","['fr:diclofenac-diethylamine-bp-1-16-w' 'fr:w-eq'
 'fr:to-diclofenac-sodium-bp-1-w' 'fr:w-methyl-salicylate-bp-10-w'
 'fr:w-menthol-bp-5-w' 'fr:w-linseed-oil-bp-3-w' 'fr:w-cream-base-qs']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,,,4687,diclofenac diethylamine bp ww eq to diclofenac sodium bp ww methyl salicylate bp ww menthol bp ww linseed oil bp ww cream base qs ,diclofenac diethylamine bp w w eq to diclofenac sodium bp w w methyl salicylate bp w w menthol bp w w linseed oil bp w w cream base qs
,"[{'lang': 'main', 'text': 'FRAISE 51%, SUCRES EXTRAITS DES RAISIN, SUCRES EXTRAITS DE DATTE, GÉLIFIANT PECTINE, JUS DE CITRON. المكونات: فراولة %51 ،سکر مستخلص من العنب ، سكر مستخلص من التمر، عامل التبلور: بكتين، عصير ليمون'}
 {'lang': 'fr', 'text': 'FRAISE 51%, SUCRES EXTRAITS DES RAISIN, SUCRES EXTRAITS DE DATTE, GÉLIFIANT PECTINE, JUS DE CITRON. المكونات: فراولة %51 ،سکر مستخلص من العنب ، سكر مستخلص من التمر، عامل التبلور: بكتين، عصير ليمون'}
 {'lang': 'fr', 'text': 'FRAISE 51%, SUCRES EXTRAITS DES RAISIN, SUCRES EXTRAITS DE DATTE, GÉLIFIANT PECTINE, JUS DE CITRON. المكونات: فراولة %51 ،سکر مستخلص من العنب ، سكر مستخلص من التمر، عامل التبلور: بكتين، عصير ليمون'}]","['en:strawberry' 'en:fruit' 'en:berries' 'en:grape' 'en:date'
 'en:gelling-agent' 'en:lemon-juice' 'en:juice' 'en:fruit-juice'
 'fr:المكونات' 'fr:سکر-مستخلص-من-العنب' 'fr:سكر-مستخلص-من-التمر'
 'fr:عامل-التبلور' 'fr:عصير-ليمون' 'en:e440a' 'fr:فراولة-51' 'fr:بكتين']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],"['en:plant-based-foods-and-beverages' 'en:plant-based-foods'
 'en:breakfasts' 'en:spreads' 'en:plant-based-spreads' 'en:sweet-spreads'
 'en:fruit-and-vegetable-preserves' 'en:jams' 'en:low-sugar-fruit-jam']",c,284 g,,4718,fraise sucres extraits des raisin sucres extraits de datte glifiant pectine jus de citron , 
Pectryl,"[{'lang': 'main', 'text': 'Chlorhydrate de Bromhexine, Sulfogaïacolate de Potassium, Excipient q.s.p.'}
 {'lang': 'fr', 'text': 'Chlorhydrate de Bromhexine, Sulfogaïacolate de Potassium, Excipient q.s.p.'}
 {'lang': 'fr', 'text': 'Chlorhydrate de Bromhexine, Sulfogaïacolate de Potassium, Excipient q.s.p.'}]","['fr:chlorhydrate-de-bromhexine' 'fr:sulfogaiacolate-de-potassium'
 'fr:excipient-q-s-p']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,,LAPROPHAN,4730,chlorhydrate de bromhexine sulfogaacolate de potassium excipient qsp,chlorhydrate de bromhexine sulfogaiacolate de potassium excipient q s p
Sauce Algerienne,"[{'lang': 'main', 'text': ""huile de colza, eau, sucre, oignon, jaune d'œuf, jaune d'œuf salé, concentré de tomates, correcteurs d'acidité E270, E575, amidon de maïs modifié, amidon de blé, vinaigre, sel, épices, conservateurs E202, E211, poivrons, colorants E160c, E160a, arôme, stabilisateur E412, caséinate, antioxydant E385, moutarde""}
 {'lang': 'fr', 'text': 'huile de colza, eau, sucre, oignon, <span class=""allergen"">jaune d\'œuf</span>, jaune d\'œuf salé, concentré de tomates, correcteurs d\'acidité E270, E575, amidon de maïs modifié, amidon de blé, vinaigre, sel, épices, conservateurs E202, E211, poivrons, colorants E160c, E160a, arôme, stabilisateur E412, <span class=""allergen"">caséinate</span>, antioxydant E385, <span class=""allergen"">moutarde</span>'}
 {'lang': 'fr', 'text': ""huile de colza, eau, sucre, oignon, jaune d'œuf, jaune d'œuf salé, concentré de tomates, correcteurs d'acidité E270, E575, amidon de maïs modifié, amidon de blé, vinaigre, sel, épices, conservateurs E202, E211, poivrons, colorants E160c, E160a, arôme, stabilisateur E412, caséinate, antioxydant E385, moutarde""}]","['en:colza-oil' 'en:oil-and-fat' 'en:vegetable-oil-and-fat'
 'en:rapeseed-oil' 'en:water' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'en:onion' 'en:vegetable' 'en:root-vegetable'
 'en:onion-family-vegetable' 'en:egg-yolk' 'en:egg' 'fr:jaune-d-oeuf-sale'
 'en:tomato-concentrate' 'en:fruit-vegetable' 'en:tomato'
 'fr:correcteurs-d-acidite-e270' 'en:e575' 'en:modified-corn-starch'
 'en:starch' 'en:corn-starch' 'en:modified-starch' 'en:wheat-starch'
 'en:vinegar' 'en:salt' 'en:spice' 'en:condiment' 'en:preservative'
 'en:e211' 'en:bell-pepper' 'en:colour' 'en:e160a' 'en:flavouring'
 'en:stabiliser' 'en:caseinate' 'en:dairy' 'en:antioxidant' 'en:mustard'
 'en:e202' 'en:e160c' 'en:e412' 'en:e385']",['en:may-contain-palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],,['en:eggs' 'en:gluten' 'en:milk' 'en:mustard'],,unknown,,Salsino,4731,huile de colza eau sucre oignon jaune duf jaune duf sal concentr de tomates correcteurs dacidit e e amidon de mas modifi amidon de bl vinaigre sel pices conservateurs e e poivrons colorants ec ea arme stabilisateur e casinate antioxydant e moutarde,jaune d oeuf sale correcteurs d acidite e
,"[{'lang': 'main', 'text': '3. ماء 00 SODIUM CALCIUM COMPOSITION MINÉRALE EN MG/L RESIDU SEC À 110°C:186 26 BICARBONATES 104 CU SULFATES كالسيوم 12 MAGNESIUM 9 POTASSIUM 3 CHLORURES NITRATES ANALYSE INH 80/98 DU 15-04-98 سلفات 42 کلور 14 نترات 0 Produit ISO 14001-ISO 45001 ISO 9001-ISO 22000 management certifié: Sous système de embouteillé NITRATE ZÉRO PURE S EAUM PU'}
 {'lang': 'fr', 'text': '3. ماء 00 SODIUM CALCIUM COMPOSITION MINÉRALE EN MG/L RESIDU SEC À 110°C:186 26 BICARBONATES 104 CU SULFATES كالسيوم 12 MAGNESIUM 9 POTASSIUM 3 CHLORURES NITRATES ANALYSE INH 80/98 DU 15-04-98 سلفات 42 کلور 14 نترات 0 Produit ISO 14001-ISO 45001 ISO 9001-ISO 22000 management certifié: Sous système de embouteillé NITRATE ZÉRO PURE S EAUM PU'}
 {'lang': 'fr', 'text': '3. ماء 00 SODIUM CALCIUM COMPOSITION MINÉRALE EN MG/L RESIDU SEC À 110°C:186 26 BICARBONATES 104 CU SULFATES كالسيوم 12 MAGNESIUM 9 POTASSIUM 3 CHLORURES NITRATES ANALYSE INH 80/98 DU 15-04-98 سلفات 42 کلور 14 نترات 0 Produit ISO 14001-ISO 45001 ISO 9001-ISO 22000 management certifié: Sous système de embouteillé NITRATE ZÉRO PURE S EAUM PU'}]","['fr:3' 'fr:ماء-00-sodium-calcium-composition-minerale-en-mg'
 'fr:l-residu-sec-a-110-c'
 'fr:sous-systeme-de-embouteille-nitrate-zero-pure-s-eaum-pu'
 'fr:186-26-bicarbonates-104-cu-sulfates-كالسيوم-12-magnesium-9-potassium-3-chlorures-nitrates-analyse-inh-80'
 'fr:98-du-15-04-98-سلفات-42-کلور-14-نترات-0-produit-iso-14001-iso-45001-iso-9001-iso-22000-management-certifie']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:green-dot'],[],"['en:beverages-and-beverages-preparations' 'en:beverages' 'en:waters'
 'en:spring-waters' 'en:mineral-waters' 'en:natural-mineral-waters'
 'en:non-carbonated-natural-mineral-waters']",a,,,4738, sodium calcium composition minrale en mgl residu sec c bicarbonates cu sulfates magnesium potassium chlorures nitrates analyse inh du produit iso iso iso iso management certifi sous systme de embouteill nitrate zro pure s eaum pu, sodium calcium composition minerale en mg l residu sec a c sous systeme de embouteille nitrate zero pure s eaum pu bicarbonates cu sulfates magnesium potassium chlorures nitrates analyse inh du produit iso iso iso iso management certifie
,"[{'lang': 'main', 'text': 'dinos'} {'lang': 'fr', 'text': 'dinos'}
 {'lang': 'fr', 'text': 'dinos'}]",['fr:dinos'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],,unknown,,,4739,dinos,dinos
Dessert gourmand chocolat,"[{'lang': 'main', 'text': 'Lait entier, sucre naturel, crème fraîche, chocolat, amidon, poudre de cacao, gomme de guar, citrate trisodique'}
 {'lang': 'fr', 'text': '<span class=""allergen"">Lait entier</span>, sucre naturel, <span class=""allergen"">crème fraîche</span>, chocolat, amidon, poudre de cacao, gomme de guar, citrate trisodique'}
 {'lang': 'fr', 'text': 'Lait entier, sucre naturel, crème fraîche, chocolat, amidon, poudre de cacao, gomme de guar, citrate trisodique'}]","['en:whole-milk' 'en:dairy' 'en:milk' 'fr:sucre-naturel' 'en:fresh-cream'
 'en:cream' 'en:chocolate' 'en:starch' 'en:cocoa-powder' 'en:plant'
 'en:cocoa' 'en:e412' 'en:sodium-citrate' 'en:minerals' 'en:sodium']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],,['en:milk'],['en:dairies' 'en:desserts' 'en:dairy-desserts' 'en:chocolate-desserts'],unknown,170g,Chergilui,4778,lait entier sucre naturel crme frache chocolat amidon poudre de cacao gomme de guar citrate trisodique,sucre naturel
